sample_idx,k0_1,k0_2,alpha_1,alpha_2,nn_ensemble_cd_nrmse,nn_ensemble_pc_nrmse,rbf_baseline_cd_nrmse,rbf_baseline_pc_nrmse,pod_rbf_log_cd_nrmse,pod_rbf_log_pc_nrmse,pod_rbf_nolog_cd_nrmse,pod_rbf_nolog_pc_nrmse,gp_fixed_cd_nrmse,gp_fixed_pc_nrmse,pce_cd_nrmse,pce_pc_nrmse
2283,0.03486185545187083,0.00041149576194330414,0.26113882444024,0.3395867509068248,0.0040593209604381335,0.010863869143321792,0.007607983263518057,0.0050409789220798445,0.003964330138214465,0.012720660453276557,0.00313591386189746,0.014147787861934874,0.002920692411288247,0.013290575450815106,0.04178109807576286,0.09808513161914045
1935,0.1573628713393453,0.03950299281197961,0.8216068900410316,0.5833323503051313,0.01060399679939607,0.017419776094174083,0.011284202978452939,0.022859629620058438,0.009442091227851206,0.02334112571737938,0.011943111760850068,0.01933086235274366,0.009566905385748073,0.0060294911144763135,0.05276728446651144,0.12111868706845971
2320,0.0029378020641911756,4.2136799154371155e-05,0.6569730111486142,0.28501035997935464,0.007315774483856084,0.010611482628708523,0.011271784630487253,0.010827303419770935,0.0069569404729909814,0.007960976858458133,0.006941560989892002,0.007628544992618849,0.00599111641265978,0.0058544183523069684,0.05142859676265059,0.1458958001180659
510,0.18658878365708456,0.0002144756951871308,0.413098300757075,0.32849576291181737,0.008361576035903259,0.012540892619618561,0.12549230011914078,0.12175747535676607,0.034390634078561036,0.04131495181804193,0.03449327704000815,0.038151095059449094,0.017051136394065403,0.02085384789107902,0.03448628428216426,0.05963610122841712
1444,0.06423954189187299,0.0028733564124560186,0.2589478708825315,0.8735836202449351,0.0325891363815846,0.04912480010507627,0.009141649751681854,0.01930257654783603,0.024087959537734946,0.031380237820529164,0.022004044600863186,0.036290610690335554,0.029238187206310662,0.026231046877074716,0.04216477199051183,0.1808151296445239
1433,0.01915559833929084,0.01436827245573582,0.7404488291237973,0.3520924858447847,0.0184594950488423,0.02007897606140515,0.02466284467347194,0.026610294075555003,0.01229031527229513,0.017434323761135954,0.01005074652880198,0.018373498863454088,0.015900298515281144,0.01716428086012641,0.0419957379859206,0.0710469008519623
396,0.0003265099111115911,0.0002743141888326569,0.48704702986849635,0.37520228436718034,0.0029461272472607433,0.009857944577873444,0.023152699941156218,0.01222909852857572,0.006971180606107025,0.023060203364506,0.007069414227696051,0.024257189276763434,0.006945790019981431,0.01930209969004637,0.010362164130530439,0.12908670878947773
1160,0.003984023436000878,1.9485532267964424e-06,0.4522460590613939,0.40097572889084143,0.014919361147244474,0.020726706831392806,0.006587406730759585,0.005341656047642145,0.015131951070754695,0.013950132604279337,0.0150728125409277,0.013439882351285551,0.017990475027099988,0.002681445388261886,0.04451432813842907,0.09582762171177162
2727,0.04930950064069123,2.8503544503606908e-05,0.5611630323241825,0.3282271944837385,0.01210227078889286,0.014550965681560429,0.008955637463097348,0.008824160173755017,0.004985047359988836,0.004649882177506939,0.004456443793853384,0.004937934678700568,0.013666719125062341,0.012720196899636488,0.04208391037813612,0.13204249677973567
2503,0.0011897169944237705,0.0036729038441869304,0.642709665198753,0.32372487756362556,0.007790775494768149,0.013375916182950712,0.0012242281237474727,0.0009542935199766509,0.005812900109663844,0.009522825715812325,0.005895891517350782,0.009122297436555921,0.002789935746872643,0.005289731819210242,0.04204001617332326,0.1098977706611571
