problem,method,noise_std,seed,d_true,d_guess,phi_true,phi_guess,success,failure_reason,time_s,peak_rss_mib,objective,estimate,error_abs,error_rel,log_tail
infer_phi0,Newton-CG,0.02,20260212,,,1.5,0.2,True,,5.935528166999575,337.140625,9.659500745715316e-05,1.4991435639465749,0.0008564360534251136,0.0005709573689500758,"step 0\nstep 0\nj = 0.8439835948794898, phi0 = [0.2]\nj = 9.659500745715316e-05, phi0 = [1.49914356]\nj = 9.659500745715316e-05, phi0 = [1.49914356]"
infer_phi0,Newton-CG,0.02,20260212,,,1.5,10.0,True,,5.895236290998582,323.453125,9.659500745715355e-05,1.4991435639476531,0.000856436052346865,0.0005709573682312433,"step 0\nstep 0\nj = 36.132376668202866, phi0 = [10.]\nj = 9.659500745715355e-05, phi0 = [1.49914356]\nj = 9.659500745715355e-05, phi0 = [1.49914356]"
infer_D,BFGS,0.02,20260213,"[1.0, 3.0]","[0.3, 0.3]",,,True,,9.657178082998144,327.078125,0.0001914328234262849,"[1.0028712490589469, 3.0058811436920028]",0.006544610170551581,0.002069587453684603,"j = 0.00019186546676961826, m = [0.14022259], [0.82704069], D = [1.15052987], [2.28654213]\nj = 0.00019184251307732594, m = [0.14292401], [0.85458253], D = [1.15364213], [2.35039296]\nj = 0.00019180140126485678, m = [0.14223924], [0.89478148], D = [1.15285242], [2.44680105]\nj = 0.0001917294336547572, m = [0.1338369], [0.95692333], D = [1.14320635], [2.60367351]\nj = 0.00019161204172635712, m = [0.10761499], [1.05758141], D = [1.11361891], [2.87939846]\nj = 0.0001914864098281156, m = [0.04637293], [1.20592173], D = [1.04746497], [3.33983609]\nj = 0.00019146357324831883, m = [0.02282619], [1.21779408], D = [1.02308871], [3.3797241]\nj = 0.00019144256853760808, m = [0.0048916], [1.17496267], D = [1.00490358], [3.23802208]\nj = 0.00019143308777763926, m = [-0.00064981], [1.10496244], D = [0.9993504], [3.01911107]\nj = 0.0001914328295105685, m = [0.00229746], [1.10073463], D = [1.0023001], [3.00637377]\nj = 0.0001914328234262849, m = [0.00286713], [1.10057075], D = [1.00287125], [3.00588114]\nj = 0.0001914328234262849, m = [0.00286713], [1.10057075], D = [1.00287125], [3.00588114]"
infer_D,BFGS,0.02,20260213,"[1.0, 3.0]","[10.0, 10.0]",,,True,,9.468433874997572,338.421875,0.00019143282419581265,"[1.0030623950805448, 3.0063529075663764]",0.007052495882754408,0.0022301950178463736,"j = 0.00019314697000249534, m = [0.14977811], [0.44685349], D = [1.16157648], [1.56338522]\nj = 0.00019305729282454264, m = [0.10932616], [0.44381632], D = [1.11552613], [1.55864416]\nj = 0.00019291633405606003, m = [0.05151026], [0.4521565], D = [1.05285999], [1.5716979]\nj = 0.00019270214778388655, m = [-0.01216494], [0.4902118], D = [0.98790876], [1.63266198]\nj = 0.00019235725091135345, m = [-0.05263406], [0.57673852], D = [0.94872713], [1.78022279]\nj = 0.0001918323638963329, m = [-0.05033207], [0.7417074], D = [0.9509136], [2.09951717]\nj = 0.00019149971540481368, m = [-0.00965394], [0.92956006], D = [0.9903925], [2.5333944]\nj = 0.000191441934963575, m = [0.00478511], [1.03240799], D = [1.00479657], [2.80781889]\nj = 0.00019143350698504476, m = [0.0057169], [1.08343593], D = [1.00573327], [2.95481465]\nj = 0.00019143284584964993, m = [0.00385036], [1.09891458], D = [1.00385778], [3.000907]\nj = 0.00019143282419581265, m = [0.00305772], [1.10072769], D = [1.0030624], [3.00635291]\nj = 0.00019143282419581265, m = [0.00305772], [1.10072769], D = [1.0030624], [3.00635291]"
infer_D,BFGS,0.02,20260213,"[0.5, 2.0]","[0.3, 0.3]",,,True,,8.496388999999908,324.46875,0.0001914103932163611,"[0.5034290000403613, 2.09033011368775]",0.09039517398688195,0.04384810004635296,"j = 0.00020500564607137703, m = [-0.94032959], [0.39656282], D = [0.39049911], [1.48670583]\nj = 0.00020117152839326218, m = [-0.86139193], [0.62019251], D = [0.42257348], [1.85928593]\nj = 0.00019624374529569994, m = [-0.70049163], [1.05225641], D = [0.49634123], [2.86410644]\nj = 0.00019518781334060522, m = [-0.65612308], [1.14482072], D = [0.51885901], [3.14187803]\nj = 0.00019377253801559503, m = [-0.64123799], [1.12022211], D = [0.52664005], [3.06553501]\nj = 0.0001918589100513521, m = [-0.6641542], [0.91844836], D = [0.51470868], [2.5053999]\nj = 0.0001914478182898693, m = [-0.68623718], [0.77713778], D = [0.50346697], [2.17523734]\nj = 0.00019141437160328332, m = [-0.69012245], [0.73727181], D = [0.50151466], [2.0902252]\nj = 0.00019141108025280955, m = [-0.68846459], [0.73396456], D = [0.50234678], [2.08332372]\nj = 0.00019141041014564676, m = [-0.68663308], [0.73629127], D = [0.50326768], [2.08817666]\nj = 0.0001914103932163611, m = [-0.68631259], [0.737322], D = [0.503429], [2.09033011]\nj = 0.0001914103932163611, m = [-0.68631259], [0.737322], D = [0.503429], [2.09033011]"
infer_D,BFGS,0.02,20260213,"[0.5, 2.0]","[10.0, 10.0]",,,True,,10.097324709000532,334.703125,0.00019141039292256396,"[0.5034479292190649, 2.0907575779791703]",0.09082304870760977,0.044055649772010895,"j = 0.00019638572640343367, m = [-0.78929547], [0.13919854], D = [0.45416465], [1.14935227]\nj = 0.0001961452882000192, m = [-0.79981082], [0.1489736], D = [0.44941398], [1.16064234]\nj = 0.00019572084262550396, m = [-0.81194622], [0.1724613], D = [0.44399312], [1.18822584]\nj = 0.00019502140269740028, m = [-0.82245535], [0.22458645], D = [0.43935157], [1.25180493]\nj = 0.00019396009072425717, m = [-0.81873023], [0.33191047], D = [0.44099126], [1.39362807]\nj = 0.00019255162933683528, m = [-0.77983116], [0.49572688], D = [0.45848342], [1.64169112]\nj = 0.00019146846170716393, m = [-0.70755307], [0.68943445], D = [0.49284869], [1.99258831]\nj = 0.00019141071047865514, m = [-0.68744975], [0.73706935], D = [0.50285685], [2.08980205]\nj = 0.0001914104184216972, m = [-0.68627533], [0.73857183], D = [0.50344776], [2.0929443]\nj = 0.00019141039576484273, m = [-0.6862177], [0.73797788], D = [0.50347677], [2.09170156]\nj = 0.00019141039292256396, m = [-0.68627499], [0.73752648], D = [0.50344793], [2.09075758]\nj = 0.00019141039292256396, m = [-0.68627499], [0.73752648], D = [0.50344793], [2.09075758]"
infer_phi0,BFGS,0.02,20260213,,,0.5,0.2,True,,3.1045806250003807,299.390625,0.00010232980992823361,0.5002189300057591,0.00021893000575912147,0.00043786001151824294,"step 0\nstep 0\nj = 0.0451680327768242, phi0 = [0.2]\nj = 0.00010232980992823361, phi0 = [0.50021893]\nj = 0.00010232980992823361, phi0 = [0.50021893]"
infer_phi0,BFGS,0.02,20260213,,,0.5,10.0,True,,3.874543416997767,313.34375,0.00010232980992823367,0.5002189300053652,0.00021893000536521434,0.0004378600107304287,"step 0\nstep 0\nj = 45.123022518721484, phi0 = [10.]\nj = 36.03829363802727, phi0 = [8.99]\nj = 20.023307321404545, phi0 = [6.82844222]\nj = 0.739625976828517, phi0 = [1.71637981]\nj = 0.00010232980992823367, phi0 = [0.50021893]\nj = 0.00010232980992823367, phi0 = [0.50021893]"
infer_phi0,BFGS,0.02,20260213,,,1.5,0.2,True,,3.3443124589975923,312.921875,0.00010232980992823376,1.5002189300052677,0.00021893000526773676,0.00014595333684515785,"step 0\nstep 0\nj = 0.8453869627825186, phi0 = [0.2]\nj = 0.04221584347666247, phi0 = [1.21]\nj = 0.00010232980992823376, phi0 = [1.50021893]\nj = 0.00010232980992823376, phi0 = [1.50021893]"
infer_phi0,BFGS,0.02,20260213,,,1.5,10.0,True,,3.939528541999607,312.09375,0.00010232980992823357,1.5002189300053894,0.0002189300053894172,0.00014595333692627813,"step 0\nstep 0\nj = 36.12324144872743, phi0 = [10.]\nj = 28.048512568033185, phi0 = [8.99]\nj = 14.10888149060577, phi0 = [6.8122391]\nj = 0.00016506861691111942, phi0 = [1.51142061]\nj = 0.00010232980992823357, phi0 = [1.50021893]\nj = 0.00010232980992823357, phi0 = [1.50021893]"
infer_D,L-BFGS-B,0.02,20260213,"[1.0, 3.0]","[0.3, 0.3]",,,True,,4.543476374998136,313.578125,0.0001914363641284825,"[0.989781188687275, 2.9726880697816087]",0.029161029421118704,0.009221527188591651,"step 0\nstep 0\nj = 0.0003646367384014307, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.0002244552942629075, m = [-0.64574351], [-0.37428608], D = [0.5242726], [0.68778012]\nj = 0.00020397308022690935, m = [-0.31030109], [-0.11248901], D = [0.73322616], [0.89360717]\nj = 0.00019505994002689576, m = [-0.12349113], [0.2495403], D = [0.88382948], [1.28343529]\nj = 0.00019270722147392828, m = [-0.01611436], [0.49014344], D = [0.98401478], [1.63255038]\nj = 0.00019183980359339787, m = [0.020461], [0.70984587], D = [1.02067176], [2.03367778]\nj = 0.00019152735411274792, m = [0.00263265], [0.89435808], D = [1.00263612], [2.44576531]\nj = 0.00019144632525500182, m = [0.01119655], [1.02101299], D = [1.01125947], [2.7760054]\nj = 0.0001914363641284825, m = [-0.01027138], [1.08946662], D = [0.98978119], [2.97268807]\nj = 0.0001914363641284825, m = [-0.01027138], [1.08946662], D = [0.98978119], [2.97268807]"
infer_D,L-BFGS-B,0.02,20260213,"[1.0, 3.0]","[10.0, 10.0]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",3.690174625000509,306.03125,,,,,"step 0\nstep 0\nj = 0.00022095944497746374, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 0.00020666603024794956, m = [1.551559], [1.64231257], D = [4.71882108], [5.167105]\nj = 0.0003854263849477561, m = [-1.45254538], [-0.99877752], D = [0.23397398], [0.36832944]\nj = 0.00019511489530289308, m = [0.64251529], [0.84311719], D = [1.90125708], [2.32359881]"
infer_D,L-BFGS-B,0.02,20260213,"[0.5, 2.0]","[0.3, 0.3]",,,True,,4.796552709001844,309.71875,0.00019141041059028062,"[0.503432254301981, 2.0887484401307543]",0.0888147847784115,0.04308149867739885,"step 0\nj = 0.0003337330622847679, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.00021400679329927592, m = [-1.07275294], [-0.21261951], D = [0.34206553], [0.80846369]\nj = 0.00020202803228345286, m = [-0.65021057], [0.03708623], D = [0.52193586], [1.0377825]\nj = 0.00019800524710488556, m = [-0.6962123], [0.1373077], D = [0.49846979], [1.14718109]\nj = 0.0002017037394989017, m = [-0.88508773], [0.54122408], D = [0.41267797], [1.71810867]\nj = 0.00019352243980462307, m = [-0.78493841], [0.32705144], D = [0.45614779], [1.38687282]\nj = 0.00019218166003503927, m = [-0.75639062], [0.49217331], D = [0.46935746], [1.6358676]\nj = 0.0001915190156039929, m = [-0.67945311], [0.68503408], D = [0.50689413], [1.98383944]\nj = 0.00019141146805282306, m = [-0.68848381], [0.73640687], D = [0.50233713], [2.08841806]\nj = 0.00019141041059028062, m = [-0.68630613], [0.73656505], D = [0.50343225], [2.08874844]\nj = 0.00019141041059028062, m = [-0.68630613], [0.73656505], D = [0.50343225], [2.08874844]"
infer_D,L-BFGS-B,0.02,20260213,"[0.5, 2.0]","[10.0, 10.0]",,,True,,5.276298958997359,322.765625,0.0001914104327109352,"[0.5035309094019297, 2.089008939417576]",0.08907894598302304,0.04320963568314047,"j = 0.0005179847292419839, m = [-1.78126726], [-0.58222858], D = [0.16842457], [0.55865198]\nj = 0.00023473615054221718, m = [0.35422804], [0.92627504], D = [1.42508013], [2.52508579]\nj = 0.00019744112108944427, m = [-0.65810259], [0.21116954], D = [0.51783294], [1.23512174]\nj = 0.004814424675447957, m = [-28.60904564], [-17.47184001], D = [3.76053249e-13], [2.58271388e-08]\nj = 0.00022035637059086095, m = [-1.12259505], [-0.08268904], D = [0.32543418], [0.92063738]\nj = 0.00019652864214902315, m = [-0.74559519], [0.15581783], D = [0.47445183], [1.1686133]\nj = 0.00019420377151313875, m = [-0.77031724], [0.27027073], D = [0.4628662], [1.31031914]\nj = 0.00019169753958918969, m = [-0.72571801], [0.57863074], D = [0.48397695], [1.78359456]\nj = 0.00019144527870083202, m = [-0.68708911], [0.69590256], D = [0.50303823], [2.00551835]\nj = 0.00019141962529689875, m = [-0.68949169], [0.74766424], D = [0.50183109], [2.11206098]\nj = 0.0001914104327109352, m = [-0.68611018], [0.73668976], D = [0.50353091], [2.08900894]\nj = 0.0001914104327109352, m = [-0.68611018], [0.73668976], D = [0.50353091], [2.08900894]"
infer_phi0,L-BFGS-B,0.02,20260213,,,0.5,0.2,True,,3.0769437500021013,298.0625,0.00010232980992823361,0.5002189300057591,0.00021893000575912147,0.00043786001151824294,"step 0\nstep 0\nj = 0.0451680327768242, phi0 = [0.2]\nj = 0.00010232980992823361, phi0 = [0.50021893]\nj = 0.00010232980992823361, phi0 = [0.50021893]"
infer_phi0,L-BFGS-B,0.02,20260213,,,0.5,10.0,True,,3.320540582997637,313.875,0.00010232980992823375,0.5002189299923908,0.000218929992390815,0.00043785998478163,"step 0\nstep 0\nj = 45.123022518721484, phi0 = [10.]\nj = 36.12324144872724, phi0 = [9.]\nj = 0.00010232980992823375, phi0 = [0.50021893]\nj = 0.00010232980992823375, phi0 = [0.50021893]"
infer_phi0,L-BFGS-B,0.02,20260213,,,1.5,0.2,True,,3.310177292001754,305.15625,0.0001023298099282339,1.5002189300052295,0.0002189300052295451,0.00014595333681969672,"step 0\nstep 0\nj = 0.8453869627825186, phi0 = [0.2]\nj = 0.04516803277671633, phi0 = [1.2]\nj = 0.0001023298099282339, phi0 = [1.50021893]\nj = 0.0001023298099282339, phi0 = [1.50021893]"
infer_phi0,L-BFGS-B,0.02,20260213,,,1.5,10.0,True,,3.3706138329980604,302.59375,0.0001023298099282338,1.5002189299926434,0.00021892999264339075,0.00014595332842892716,"step 0\nstep 0\nj = 36.12324144872743, phi0 = [10.]\nj = 28.123460378733125, phi0 = [9.]\nj = 0.0001023298099282338, phi0 = [1.50021893]\nj = 0.0001023298099282338, phi0 = [1.50021893]"
infer_D,CG,0.02,20260213,"[1.0, 3.0]","[0.3, 0.3]",,,True,,23.73497750000024,343.046875,0.0001914328322207835,"[1.0031264554993025, 2.9996113493894687]",0.0031505195263932164,0.000996281751623753,"j = 0.00019143284659040022, m = [0.00243575], [1.09729614], D = [1.00243872], [2.99605416]\nj = 0.00019143284058062342, m = [0.00278534], [1.09749924], D = [1.00278922], [2.9966627]\nj = 0.00019143284058048153, m = [0.00278534], [1.09749925], D = [1.00278923], [2.99666273]\nj = 0.0001914328405799162, m = [0.00278536], [1.09749929], D = [1.00278924], [2.99666287]\nj = 0.00019143284057765225, m = [0.00278542], [1.09749947], D = [1.0027893], [2.99666341]\nj = 0.00019143284056860054, m = [0.00278567], [1.09750019], D = [1.00278955], [2.99666556]\nj = 0.0001914328405324371, m = [0.00278665], [1.09750307], D = [1.00279054], [2.9966742]\nj = 0.00019143284038847109, m = [0.00279059], [1.0975146], D = [1.00279449], [2.99670874]\nj = 0.00019143283982360671, m = [0.00280635], [1.0975607], D = [1.0028103], [2.99684689]\nj = 0.00019143283774015883, m = [0.0028694], [1.09774511], D = [1.00287352], [2.99739958]\nj = 0.0001914328322207835, m = [0.00312158], [1.09848273], D = [1.00312646], [2.99961135]\nj = 0.0001914328322207835, m = [0.00312158], [1.09848273], D = [1.00312646], [2.99961135]"
infer_D,CG,0.02,20260213,"[1.0, 3.0]","[10.0, 10.0]",,,True,,24.78578375000143,355.84375,0.00019143282964404368,"[1.0026574009380973, 3.01092432773105]",0.011242896251464239,0.0035553159651596175,"j = 0.00019143362126940798, m = [-0.00112195], [1.08449923], D = [0.99887868], [2.9579582]\nj = 0.00019143322449683637, m = [-0.0002493], [1.08991555], D = [0.99975073], [2.97402292]\nj = 0.00019143285215691882, m = [0.00176072], [1.10239134], D = [1.00176227], [3.0113586]\nj = 0.0001914328521552037, m = [0.00176076], [1.10239133], D = [1.00176231], [3.01135858]\nj = 0.00019143285214834316, m = [0.00176093], [1.10239131], D = [1.00176248], [3.0113585]\nj = 0.00019143285212091255, m = [0.00176158], [1.1023912], D = [1.00176313], [3.01135818]\nj = 0.00019143285201134885, m = [0.0017642], [1.10239078], D = [1.00176575], [3.01135691]\nj = 0.00019143285157566695, m = [0.00177466], [1.10238909], D = [1.00177624], [3.01135182]\nj = 0.00019143284987406512, m = [0.00181653], [1.10238233], D = [1.00181818], [3.01133146]\nj = 0.00019143284372551, m = [0.001984], [1.10235529], D = [1.00198597], [3.01125003]\nj = 0.00019143282964404368, m = [0.00265388], [1.10224712], D = [1.0026574], [3.01092433]\nj = 0.00019143282964404368, m = [0.00265388], [1.10224712], D = [1.0026574], [3.01092433]"
infer_D,CG,0.02,20260213,"[0.5, 2.0]","[0.3, 0.3]",,,True,,30.826000958000805,346.90625,0.0001914103928992591,"[0.5034411406429167, 2.090673502345872]",0.09073877603643962,0.04401477152205943,"j = 0.00019141039859773377, m = [-0.68611133], [0.73821349], D = [0.50353033], [2.09219445]\nj = 0.00019141039830269978, m = [-0.68612574], [0.73820079], D = [0.50352307], [2.09216788]\nj = 0.00019141039788547843, m = [-0.68617277], [0.73815938], D = [0.50349939], [2.09208123]\nj = 0.00019141039788493763, m = [-0.68617278], [0.73815934], D = [0.50349939], [2.09208116]\nj = 0.00019141039788277278, m = [-0.6861728], [0.73815919], D = [0.50349938], [2.09208085]\nj = 0.00019141039787411694, m = [-0.6861729], [0.73815861], D = [0.50349933], [2.09207963]\nj = 0.0001914103978395712, m = [-0.68617331], [0.73815627], D = [0.50349912], [2.09207474]\nj = 0.00019141039770259092, m = [-0.68617491], [0.73814692], D = [0.50349832], [2.09205517]\nj = 0.0001914103971739264, m = [-0.68618134], [0.7381095], D = [0.50349508], [2.0919769]\nj = 0.000191410395367394, m = [-0.68620707], [0.73795985], D = [0.50348213], [2.09166385]\nj = 0.0001914103928992591, m = [-0.68628847], [0.73748626], D = [0.50344114], [2.0906735]\nj = 0.0001914103928992591, m = [-0.68628847], [0.73748626], D = [0.50344114], [2.0906735]"
infer_D,CG,0.02,20260213,"[0.5, 2.0]","[10.0, 10.0]",,,True,,23.46927320800023,354.015625,0.00019141039292687378,"[0.5034344352756741, 2.0905715542910146]",0.09063664707144126,0.04396523169733905,"j = 0.0001914104278073419, m = [-0.68664282], [0.73567384], D = [0.50326278], [2.08688774]\nj = 0.00019141042583634734, m = [-0.68666726], [0.7357185], D = [0.50325048], [2.08698094]\nj = 0.00019141042385032326, m = [-0.68672668], [0.73582707], D = [0.50322058], [2.08720755]\nj = 0.00019141042384757405, m = [-0.68672666], [0.73582715], D = [0.50322059], [2.08720771]\nj = 0.00019141042383657596, m = [-0.68672658], [0.73582744], D = [0.50322063], [2.08720832]\nj = 0.0001914104237926068, m = [-0.68672627], [0.73582862], D = [0.50322079], [2.08721079]\nj = 0.00019141042361704177, m = [-0.68672502], [0.73583334], D = [0.50322141], [2.08722063]\nj = 0.00019141042291978522, m = [-0.68672004], [0.73585221], D = [0.50322392], [2.08726002]\nj = 0.0001914104202108348, m = [-0.68670013], [0.7359277], D = [0.50323394], [2.0874176]\nj = 0.00019141041065612414, m = [-0.68662046], [0.73622966], D = [0.50327403], [2.08804801]\nj = 0.00019141039292687378, m = [-0.68630179], [0.7374375], D = [0.50343444], [2.09057155]\nj = 0.00019141039292687378, m = [-0.68630179], [0.7374375], D = [0.50343444], [2.09057155]"
infer_phi0,CG,0.02,20260213,,,0.5,0.2,True,,3.4024340420000954,301.328125,0.00010232980992823361,0.5002189300057591,0.00021893000575912147,0.00043786001151824294,"step 0\nstep 0\nj = 0.0451680327768242, phi0 = [0.2]\nj = 0.00010232980992823361, phi0 = [0.50021893]\nj = 0.00010232980992823361, phi0 = [0.50021893]"
infer_phi0,CG,0.02,20260213,,,0.5,10.0,True,,4.351802375000261,320.515625,0.0001023298099282338,0.5002189300049,0.0002189300049000309,0.0004378600098000618,"step 0\nstep 0\nj = 45.123022518721484, phi0 = [10.]\nj = 36.03829363802727, phi0 = [8.99]\nj = 9.900378115250385, phi0 = [4.95]\nj = 0.0001023298099282338, phi0 = [0.50021893]\nj = 0.0001023298099282338, phi0 = [0.50021893]"
infer_phi0,CG,0.02,20260213,,,1.5,0.2,True,,3.7332739169978595,309.859375,0.0001023298099282339,1.5002189300053792,0.00021893000537920315,0.00014595333691946877,"step 0\nstep 0\nj = 0.8453869627825186, phi0 = [0.2]\nj = 0.04221584347666247, phi0 = [1.21]\nj = 0.0001023298099282339, phi0 = [1.50021893]\nj = 0.0001023298099282339, phi0 = [1.50021893]"
